cust,prod,day,month,year,state,quant,date
Claire,Grapes,2,4,2019,PA,998,4/2/19
Claire,Butter,23,2,2017,NJ,13,2/23/17
Claire,Cherry,4,11,2020,CT,94,11/4/20
Claire,Jellies,6,8,2017,NY,553,8/6/17
Claire,Eggs,30,5,2020,NY,343,5/30/20
Claire,Dates,5,2,2016,CT,163,2/5/16
Claire,Butter,21,3,2019,PA,159,3/21/19
Claire,Cherry,14,12,2016,NJ,780,12/14/16
Claire,Apple,2,10,2020,NY,133,10/2/20
Claire,Fish,19,10,2018,PA,757,10/19/18
Claire,Jellies,29,3,2016,NJ,193,3/29/16
Claire,Ham,8,1,2020,CT,707,1/8/20
Claire,Butter,30,7,2019,PA,134,7/30/19
Claire,Apple,7,12,2017,PA,894,12/7/17
Claire,Eggs,7,10,2017,PA,279,10/7/17
Claire,Ham,16,5,2016,PA,580,5/16/16
Claire,Grapes,18,6,2017,NJ,376,6/18/17
Claire,Grapes,15,7,2016,NY,95,7/15/16
Claire,Grapes,11,10,2017,NJ,817,10/11/17
Claire,Ice,8,1,2017,NY,496,1/8/17
Claire,Fish,8,11,2016,NJ,368,11/8/16
Claire,Fish,27,9,2017,PA,433,9/27/17
Claire,Dates,30,3,2016,NY,459,3/30/16
Claire,Butter,15,6,2020,CT,237,6/15/20
Claire,Apple,23,3,2016,NY,361,3/23/16
Claire,Ham,19,3,2017,NJ,171,3/19/17
Claire,Fish,2,2,2019,NJ,951,2/2/19
Claire,Ice,8,1,2018,NY,75,1/8/18
Claire,Butter,23,2,2018,NY,963,2/23/18
Claire,Grapes,29,11,2020,PA,639,11/29/20
Claire,Cherry,27,10,2016,NY,790,10/27/16
Claire,Fish,20,4,2018,CT,354,4/20/18
Claire,Cherry,4,11,2018,NJ,919,11/4/18
Claire,Dates,1,2,2018,NJ,831,2/1/18
Claire,Grapes,24,10,2017,NJ,439,10/24/17
Claire,Grapes,15,5,2019,NJ,423,5/15/19
Claire,Ham,9,7,2018,NY,706,7/9/18
Claire,Jellies,27,4,2019,PA,581,4/27/19
Claire,Ice,24,1,2019,PA,607,1/24/19
Claire,Grapes,20,7,2019,NY,435,7/20/19
Claire,Grapes,26,5,2019,NJ,350,5/26/19
Claire,Eggs,4,2,2017,NY,331,2/4/17
Claire,Ice,24,10,2018,CT,56,10/24/18
Claire,Cherry,14,7,2016,PA,871,7/14/16
Claire,Apple,20,1,2016,CT,557,1/20/16
Claire,Jellies,10,4,2016,NJ,561,4/10/16
Claire,Cherry,10,4,2019,NY,627,4/10/19
Claire,Grapes,20,4,2018,NY,639,4/20/18
Claire,Butter,28,11,2016,CT,769,11/28/16
Claire,Ham,23,3,2017,NY,116,3/23/17
Claire,Ice,8,5,2018,NJ,961,5/8/18
Claire,Apple,7,4,2020,NY,837,4/7/20
Claire,Cherry,22,12,2017,CT,437,12/22/17
Claire,Grapes,6,3,2020,NY,966,3/6/20
Claire,Eggs,4,2,2018,NJ,436,2/4/18
Claire,Cherry,30,11,2020,CT,409,11/30/20
Claire,Fish,23,2,2019,NJ,560,2/23/19
Claire,Ice,12,5,2019,PA,928,5/12/19
Claire,Butter,16,3,2017,NJ,351,3/16/17
Claire,Apple,11,5,2019,CT,527,5/11/19
Claire,Eggs,16,11,2017,NJ,629,11/16/17
Claire,Ice,27,10,2019,NJ,221,10/27/19
Claire,Ice,11,9,2017,CT,231,9/11/17
Claire,Apple,18,12,2019,CT,66,12/18/19
Claire,Apple,29,6,2018,PA,158,6/29/18
Claire,Ham,19,12,2018,PA,100,12/19/18
Claire,Cherry,19,2,2016,NY,754,2/19/16
Claire,Ham,19,1,2017,PA,825,1/19/17
Claire,Apple,27,6,2018,PA,613,6/27/18
Claire,Fish,1,12,2017,PA,987,12/1/17
Claire,Grapes,16,7,2016,NY,54,7/16/16
Claire,Fish,31,8,2020,CT,76,8/31/20
Claire,Eggs,9,1,2017,PA,465,1/9/17
Claire,Ham,24,3,2020,NJ,280,3/24/20
Claire,Ice,30,7,2020,CT,712,7/30/20
Claire,Grapes,15,11,2017,NY,507,11/15/17
Claire,Fish,7,4,2016,NJ,477,4/7/16
Claire,Butter,9,11,2019,CT,325,11/9/19
Claire,Cherry,9,11,2019,NJ,940,11/9/19
Claire,Eggs,31,7,2019,NY,665,7/31/19
Claire,Cherry,15,5,2017,NY,335,5/15/17
Claire,Apple,3,3,2016,NJ,187,3/3/16
Claire,Fish,25,8,2019,NY,939,8/25/19
Claire,Ham,21,6,2017,CT,540,6/21/17
Claire,Eggs,8,8,2020,PA,352,8/8/20
Claire,Eggs,9,9,2017,PA,755,9/9/17
Claire,Eggs,15,10,2016,CT,116,10/15/16
Claire,Eggs,9,11,2018,NY,575,11/9/18
Claire,Dates,2,8,2018,CT,979,8/2/18
Dan,Ham,17,6,2016,PA,825,6/17/16
Dan,Apple,12,11,2017,CT,973,11/12/17
Dan,Butter,4,2,2018,NJ,419,2/4/18
Dan,Dates,31,5,2019,CT,484,5/31/19
Dan,Grapes,11,9,2018,CT,966,9/11/18
Dan,Fish,1,12,2017,NJ,184,12/1/17
Dan,Apple,14,10,2020,PA,261,10/14/20
Dan,Eggs,27,8,2019,PA,129,8/27/19
Dan,Apple,16,3,2018,CT,61,3/16/18
Dan,Jellies,20,1,2020,PA,972,1/20/20
Dan,Ice,5,5,2020,PA,442,5/5/20
Dan,Dates,26,8,2020,NY,457,8/26/20
Dan,Fish,13,7,2020,CT,602,7/13/20
Dan,Fish,6,11,2020,NJ,844,11/6/20
Dan,Ham,22,6,2016,NJ,305,6/22/16
Dan,Eggs,23,7,2017,PA,593,7/23/17
Dan,Cherry,30,6,2019,PA,487,6/30/19
Dan,Ice,3,7,2016,NJ,365,7/3/16
Dan,Ice,18,12,2019,PA,708,12/18/19
Dan,Ham,5,8,2017,PA,231,8/5/17
Dan,Apple,14,5,2016,CT,380,5/14/16
Dan,Butter,1,6,2018,NY,540,6/1/18
Dan,Ham,22,6,2018,PA,890,6/22/18
Dan,Fish,12,10,2020,CT,986,10/12/20
Dan,Butter,11,8,2019,NY,491,8/11/19
Dan,Grapes,6,6,2018,PA,615,6/6/18
Dan,Ice,9,5,2019,NJ,491,5/9/19
Dan,Fish,29,12,2019,PA,77,12/29/19
Dan,Ham,19,1,2016,NJ,893,1/19/16
Dan,Ham,3,2,2019,PA,515,2/3/19
Dan,Cherry,30,1,2017,NJ,923,1/30/17
Dan,Ice,15,8,2016,NY,340,8/15/16
Dan,Eggs,2,12,2017,PA,851,12/2/17
Dan,Ham,7,3,2016,PA,911,3/7/16
Dan,Cherry,13,11,2018,NY,159,11/13/18
Dan,Eggs,15,9,2018,NJ,911,9/15/18
Dan,Ham,20,9,2018,NY,104,9/20/18
Dan,Ham,22,11,2016,NJ,946,11/22/16
Dan,Jellies,9,6,2017,NJ,422,6/9/17
Dan,Grapes,9,11,2017,CT,557,11/9/17
Dan,Apple,28,12,2018,CT,840,12/28/18
Dan,Cherry,2,1,2016,NJ,271,1/2/16
Dan,Dates,14,9,2019,PA,451,9/14/19
Dan,Apple,7,11,2016,PA,403,11/7/16
Dan,Ham,5,1,2016,CT,729,1/5/16
Dan,Cherry,26,3,2018,CT,835,3/26/18
Dan,Dates,7,9,2018,PA,487,9/7/18
Dan,Apple,15,4,2019,NY,580,4/15/19
Dan,Apple,7,9,2018,CT,228,9/7/18
Dan,Ham,13,7,2020,PA,389,7/13/20
Dan,Eggs,10,9,2020,NY,792,9/10/20
Dan,Grapes,28,8,2017,NY,621,8/28/17
Dan,Butter,23,6,2017,NJ,454,6/23/17
Dan,Grapes,27,5,2017,NY,694,5/27/17
Dan,Dates,29,3,2017,NJ,21,3/29/17
Dan,Fish,27,9,2018,NJ,929,9/27/18
Dan,Eggs,7,7,2016,NJ,744,7/7/16
Dan,Cherry,3,11,2016,NJ,510,11/3/16
Dan,Dates,11,6,2020,NJ,462,6/11/20
Dan,Grapes,1,2,2018,NY,863,2/1/18
Dan,Ice,16,3,2018,CT,630,3/16/18
Dan,Eggs,10,1,2016,CT,335,1/10/16
Dan,Eggs,30,1,2016,CT,813,1/30/16
Dan,Ice,6,6,2018,NY,533,6/6/18
Dan,Jellies,2,9,2016,NY,683,9/2/16
Dan,Dates,21,10,2018,NY,359,10/21/18
Dan,Jellies,16,8,2020,PA,645,8/16/20
Dan,Dates,2,3,2017,PA,66,3/2/17
Dan,Dates,22,8,2016,NJ,343,8/22/16
Dan,Dates,5,11,2019,NJ,113,11/5/19
Dan,Apple,5,8,2019,CT,845,8/5/19
Dan,Fish,12,4,2016,CT,277,4/12/16
Dan,Dates,29,3,2016,CT,584,3/29/16
Dan,Cherry,27,7,2020,CT,70,7/27/20
Dan,Fish,16,1,2020,NJ,903,1/16/20
Dan,Apple,18,9,2019,NY,611,9/18/19
Dan,Jellies,2,10,2018,NY,583,10/2/18
Dan,Dates,25,2,2020,NJ,937,2/25/20
Dan,Ham,6,2,2016,NJ,356,2/6/16
Dan,Butter,1,5,2019,NJ,757,5/1/19
Dan,Eggs,27,9,2017,CT,122,9/27/17
Dan,Dates,5,8,2020,NJ,683,8/5/20
Dan,Fish,11,5,2019,NJ,676,5/11/19
Dan,Cherry,19,6,2017,PA,834,6/19/17
Dan,Cherry,5,11,2019,CT,10,11/5/19
Dan,Apple,8,3,2017,NJ,272,3/8/17
Dan,Grapes,19,8,2017,NJ,650,8/19/17
Dan,Grapes,2,9,2018,NY,842,9/2/18
Dan,Apple,8,11,2018,NJ,393,11/8/18
Dan,Eggs,11,3,2020,NJ,474,3/11/20
Dan,Grapes,12,12,2017,CT,72,12/12/17
Dan,Dates,6,6,2018,PA,603,6/6/18
Dan,Ice,26,2,2016,NY,590,2/26/16
Dan,Eggs,11,4,2019,PA,656,4/11/19
Dan,Cherry,9,2,2018,CT,5,2/9/18
Dan,Cherry,18,8,2020,CT,879,8/18/20
Dan,Ham,9,8,2019,PA,768,8/9/19
Dan,Ice,23,4,2017,CT,605,4/23/17
Dan,Fish,12,9,2019,PA,421,9/12/19
Dan,Jellies,17,10,2019,CT,996,10/17/19
Dan,Grapes,24,11,2019,CT,343,11/24/19
Dan,Apple,16,5,2017,CT,852,5/16/17
Dan,Cherry,10,6,2016,CT,122,6/10/16
Dan,Apple,12,3,2017,NY,911,3/12/17
Dan,Dates,27,2,2016,CT,107,2/27/16
Dan,Ice,27,6,2019,CT,724,6/27/19
Dan,Ham,12,10,2019,CT,86,10/12/19
Dan,Fish,27,7,2016,NJ,98,7/27/16
Dan,Grapes,4,4,2018,NJ,473,4/4/18
Dan,Jellies,24,5,2017,NY,249,5/24/17
Dan,Grapes,23,10,2016,PA,759,10/23/16
Dan,Ham,17,2,2018,PA,421,2/17/18
Dan,Jellies,27,1,2016,CT,899,1/27/16
Dan,Ham,18,5,2020,NJ,315,5/18/20
Dan,Dates,11,4,2016,NJ,19,4/11/16
Dan,Apple,6,1,2017,NY,664,1/6/17
Dan,Apple,15,7,2019,NY,487,7/15/19
Dan,Fish,5,7,2016,NY,389,7/5/16
Dan,Ice,20,11,2018,NJ,382,11/20/18
Dan,Ice,30,8,2016,NY,671,8/30/16
Dan,Butter,3,6,2017,NJ,862,6/3/17
Dan,Ice,27,4,2018,CT,640,4/27/18
Dan,Cherry,23,3,2019,CT,713,3/23/19
Dan,Jellies,22,11,2018,PA,641,11/22/18
Dan,Fish,29,1,2018,PA,692,1/29/18
Dan,Butter,19,8,2017,NJ,958,8/19/17
Dan,Dates,23,1,2016,NY,133,1/23/16
Dan,Ham,17,8,2019,NJ,51,8/17/19
Dan,Dates,19,6,2017,NJ,282,6/19/17
Dan,Cherry,6,1,2019,CT,590,1/6/19
Dan,Jellies,19,2,2020,CT,686,2/19/20
Dan,Ham,4,9,2019,NJ,62,9/4/19
Dan,Grapes,7,8,2020,NJ,219,8/7/20
Dan,Fish,9,5,2020,PA,453,5/9/20
Dan,Jellies,30,6,2017,NY,700,6/30/17
Dan,Cherry,27,9,2018,NY,995,9/27/18
Dan,Cherry,8,8,2019,CT,170,8/8/19
Dan,Grapes,23,9,2019,NY,489,9/23/19
Dan,Grapes,27,12,2016,CT,188,12/27/16
Dan,Butter,18,11,2018,NJ,164,11/18/18
Dan,Eggs,4,8,2020,NJ,914,8/4/20
Dan,Eggs,3,3,2016,NY,632,3/3/16
Dan,Cherry,14,2,2019,PA,594,2/14/19
Dan,Fish,12,1,2020,NJ,421,1/12/20
Dan,Jellies,2,1,2020,NY,713,1/2/20
Dan,Fish,10,5,2018,NJ,440,5/10/18
Dan,Butter,23,10,2020,CT,233,10/23/20
Dan,Eggs,2,10,2016,CT,807,10/2/16
Dan,Ice,3,10,2016,NJ,441,10/3/16
Dan,Eggs,26,10,2016,PA,756,10/26/16
Dan,Ham,27,8,2020,NJ,532,8/27/20
Dan,Dates,23,10,2019,NJ,860,10/23/19
Dan,Ice,28,7,2019,NY,623,7/28/19
Dan,Apple,31,5,2020,CT,303,5/31/20
Dan,Cherry,9,4,2017,PA,67,4/9/17
Dan,Cherry,18,11,2018,CT,783,11/18/18
Dan,Ham,24,7,2018,CT,862,7/24/18
Dan,Dates,19,6,2019,NJ,989,6/19/19
Dan,Grapes,19,2,2016,CT,36,2/19/16
Dan,Ice,14,9,2017,NJ,600,9/14/17
Dan,Butter,30,9,2019,NJ,837,9/30/19
Dan,Ham,21,6,2019,PA,643,6/21/19
Dan,Dates,7,2,2018,CT,791,2/7/18
Dan,Ice,21,7,2020,NJ,911,7/21/20
Dan,Dates,16,5,2020,NJ,316,5/16/20
Dan,Dates,8,6,2020,NY,544,6/8/20
Dan,Jellies,3,11,2016,CT,959,11/3/16
Dan,Eggs,7,3,2018,CT,869,3/7/18
Dan,Dates,7,3,2016,CT,730,3/7/16
Dan,Dates,25,1,2017,NY,401,1/25/17
Dan,Ham,11,5,2019,CT,645,5/11/19
Dan,Cherry,4,12,2019,NJ,116,12/4/19
Dan,Jellies,7,7,2019,CT,406,7/7/19
Dan,Fish,20,9,2017,NJ,271,9/20/17
Dan,Jellies,11,2,2018,NY,685,2/11/18
Dan,Grapes,20,8,2018,NY,821,8/20/18
Dan,Dates,17,7,2016,CT,173,7/17/16
Dan,Dates,21,8,2019,NJ,378,8/21/19
Dan,Ice,4,6,2020,CT,953,6/4/20
Dan,Jellies,30,3,2018,PA,552,3/30/18
Dan,Dates,20,2,2020,NJ,728,2/20/20
Dan,Fish,25,10,2019,NY,327,10/25/19
Dan,Eggs,23,9,2019,PA,666,9/23/19
Dan,Butter,29,8,2019,NY,868,8/29/19
Dan,Dates,12,6,2019,PA,17,6/12/19
Dan,Ham,4,6,2019,PA,452,6/4/19
Dan,Jellies,25,8,2018,CT,252,8/25/18
Dan,Apple,6,10,2018,CT,876,10/6/18
Dan,Jellies,6,8,2018,NY,971,8/6/18
Dan,Dates,17,1,2016,NJ,940,1/17/16
Dan,Cherry,13,3,2020,CT,448,3/13/20
Dan,Ice,19,7,2018,PA,783,7/19/18
Dan,Fish,15,9,2017,PA,111,9/15/17
Dan,Dates,1,1,2016,CT,755,1/1/16
Dan,Jellies,24,10,2018,NY,239,10/24/18
Dan,Dates,15,3,2020,CT,286,3/15/20
Dan,Jellies,14,3,2016,NJ,839,3/14/16
Dan,Jellies,16,10,2018,CT,412,10/16/18
Dan,Grapes,12,5,2018,PA,937,5/12/18
Dan,Dates,3,2,2019,PA,957,2/3/19
Dan,Dates,17,6,2019,NJ,905,6/17/19
Dan,Ham,13,8,2018,CT,322,8/13/18
Dan,Grapes,6,10,2016,NJ,679,10/6/16
Dan,Ice,15,6,2017,PA,54,6/15/17
Dan,Eggs,5,11,2017,NJ,193,11/5/17
Dan,Butter,20,11,2020,NY,602,11/20/20
Dan,Dates,13,8,2020,PA,1,8/13/20
Dan,Ice,14,12,2018,NY,276,12/14/18
Dan,Butter,26,3,2017,NY,974,3/26/17
Dan,Butter,14,10,2019,PA,580,10/14/19
Dan,Butter,13,10,2018,NJ,92,10/13/18
Dan,Cherry,16,6,2016,PA,821,6/16/16
Dan,Apple,29,5,2019,NY,120,5/29/19
Dan,Jellies,17,7,2019,PA,367,7/17/19
Dan,Ham,10,4,2018,NJ,512,4/10/18
Dan,Fish,25,3,2019,NY,2,3/25/19
Dan,Butter,16,4,2019,CT,205,4/16/19
Dan,Butter,15,7,2019,PA,842,7/15/19
Dan,Apple,20,10,2020,NJ,542,10/20/20
Dan,Butter,17,12,2017,NJ,225,12/17/17
Dan,Cherry,24,4,2019,CT,467,4/24/19
Dan,Ice,9,4,2020,NY,50,4/9/20
Dan,Eggs,1,1,2020,NY,633,1/1/20
Dan,Dates,24,12,2020,NJ,395,12/24/20
Dan,Dates,10,12,2017,NJ,506,12/10/17
Dan,Dates,17,2,2020,NY,395,2/17/20
Dan,Grapes,18,5,2020,NY,844,5/18/20
Dan,Cherry,10,2,2016,PA,886,2/10/16
Dan,Ice,9,9,2020,NJ,871,9/9/20
Dan,Ham,29,9,2020,NY,728,9/29/20
Dan,Dates,22,5,2017,PA,649,5/22/17
Dan,Jellies,15,5,2019,CT,872,5/15/19
Dan,Cherry,25,8,2017,NJ,175,8/25/17
Dan,Jellies,26,6,2018,PA,532,6/26/18
Dan,Dates,27,10,2018,NY,635,10/27/18
Dan,Dates,12,5,2019,NJ,498,5/12/19
Dan,Cherry,18,8,2018,CT,927,8/18/18
Dan,Ice,5,1,2017,NY,533,1/5/17
Dan,Butter,18,1,2019,NJ,491,1/18/19
Dan,Ice,11,3,2017,NJ,45,3/11/17
Dan,Ice,24,4,2018,NY,438,4/24/18
Dan,Ice,9,2,2016,CT,168,2/9/16
Dan,Ham,20,3,2020,CT,809,3/20/20
Dan,Ham,24,7,2020,NY,766,7/24/20
Dan,Eggs,15,9,2017,CT,92,9/15/17
Dan,Ham,11,2,2020,NY,298,2/11/20
Dan,Fish,20,1,2020,NJ,896,1/20/20
Dan,Ice,21,10,2016,CT,862,10/21/16
Dan,Eggs,20,8,2016,PA,650,8/20/16
Dan,Ice,14,9,2019,NJ,924,9/14/19
Dan,Grapes,19,2,2016,NJ,315,2/19/16
Dan,Grapes,17,12,2019,PA,744,12/17/19
Dan,Cherry,8,4,2017,PA,55,4/8/17
Dan,Apple,1,6,2016,NJ,143,6/1/16
Dan,Jellies,19,7,2020,NJ,659,7/19/20
Dan,Cherry,15,3,2016,PA,976,3/15/16
Dan,Cherry,4,4,2016,PA,124,4/4/16
Dan,Eggs,2,6,2020,CT,674,6/2/20
Dan,Butter,19,5,2019,CT,207,5/19/19
Dan,Apple,17,9,2019,NJ,907,9/17/19
Dan,Ice,22,7,2019,NY,966,7/22/19
Dan,Ham,1,5,2018,NY,489,5/1/18
Dan,Cherry,13,3,2020,CT,546,3/13/20
Dan,Dates,21,7,2017,PA,714,7/21/17
Dan,Ice,12,9,2017,NJ,393,9/12/17
Dan,Apple,21,1,2018,NJ,1000,1/21/18
Dan,Butter,15,2,2016,NJ,238,2/15/16
Dan,Fish,15,2,2020,NJ,972,2/15/20
Dan,Ice,14,7,2018,CT,697,7/14/18
Dan,Butter,4,8,2020,NY,699,8/4/20
Dan,Dates,24,4,2020,NY,14,4/24/20
Dan,Fish,17,2,2020,NY,669,2/17/20
Dan,Apple,16,3,2016,PA,333,3/16/16
Dan,Fish,13,4,2017,NY,263,4/13/17
Dan,Grapes,3,6,2017,NJ,53,6/3/17
Dan,Ham,13,7,2019,NY,967,7/13/19
Dan,Cherry,12,2,2017,PA,512,2/12/17
Dan,Butter,23,8,2019,NJ,912,8/23/19
Dan,Dates,23,5,2020,NY,992,5/23/20
Dan,Dates,8,5,2018,PA,49,5/8/18
Dan,Ham,23,10,2020,NY,839,10/23/20
Dan,Apple,9,2,2020,PA,658,2/9/20
Dan,Apple,11,1,2018,CT,537,1/11/18
Dan,Grapes,6,4,2016,CT,960,4/6/16
Dan,Eggs,7,5,2019,CT,226,5/7/19
Dan,Jellies,27,7,2016,PA,194,7/27/16
Dan,Butter,2,2,2019,CT,464,2/2/19
Dan,Apple,26,3,2016,PA,313,3/26/16
Dan,Fish,5,12,2018,NY,590,12/5/18
Dan,Ham,8,8,2017,NJ,799,8/8/17
Dan,Eggs,5,10,2019,PA,236,10/5/19
Dan,Dates,2,1,2019,NJ,697,1/2/19
Dan,Dates,11,6,2018,NJ,232,6/11/18
Dan,Apple,8,6,2019,CT,884,6/8/19
Dan,Cherry,16,1,2017,CT,141,1/16/17
Dan,Ice,23,8,2019,PA,642,8/23/19
Dan,Ice,2,9,2018,NJ,206,9/2/18
Dan,Ice,16,11,2020,NY,569,11/16/20
Dan,Apple,17,3,2016,NJ,213,3/17/16
Dan,Dates,19,8,2016,PA,323,8/19/16
Dan,Eggs,15,3,2020,CT,955,3/15/20
Dan,Dates,21,7,2016,NJ,711,7/21/16
Dan,Dates,13,4,2016,NY,449,4/13/16
Dan,Dates,13,7,2018,PA,229,7/13/18
Dan,Apple,13,9,2020,NY,657,9/13/20
Dan,Fish,22,4,2020,CT,338,4/22/20
Dan,Cherry,23,1,2017,CT,378,1/23/17
Dan,Ice,19,1,2017,NY,443,1/19/17
Dan,Cherry,1,12,2019,CT,497,12/1/19
Dan,Jellies,23,1,2018,PA,418,1/23/18
Dan,Dates,3,8,2020,PA,276,8/3/20
Dan,Fish,25,2,2020,NJ,792,2/25/20
Dan,Butter,23,6,2017,CT,990,6/23/17
Dan,Ice,25,9,2020,NJ,764,9/25/20
Dan,Cherry,11,7,2020,PA,423,7/11/20
Dan,Butter,30,8,2016,CT,555,8/30/16
Dan,Grapes,2,5,2016,CT,695,5/2/16
Dan,Butter,21,2,2019,NY,840,2/21/19
Dan,Eggs,8,4,2016,NY,974,4/8/16
Dan,Apple,4,12,2019,PA,679,12/4/19
Dan,Apple,10,5,2020,NY,342,5/10/20
Dan,Ice,13,2,2018,PA,674,2/13/18
Dan,Cherry,1,9,2016,CT,654,9/1/16
Dan,Fish,15,10,2020,CT,936,10/15/20
Dan,Grapes,24,4,2019,NJ,6,4/24/19
Dan,Eggs,8,8,2020,NJ,119,8/8/20
Dan,Eggs,1,10,2020,NJ,315,10/1/20
Dan,Butter,30,1,2017,NJ,83,1/30/17
Dan,Apple,4,8,2020,NY,791,8/4/20
Dan,Ice,4,12,2018,NJ,797,12/4/18
Dan,Jellies,31,8,2017,NY,779,8/31/17
Dan,Eggs,17,2,2016,CT,915,2/17/16
Dan,Fish,13,1,2020,NJ,428,1/13/20
Dan,Ham,23,5,2018,NJ,751,5/23/18
Dan,Dates,19,10,2018,CT,901,10/19/18
Dan,Apple,2,7,2016,NY,576,7/2/16
Dan,Apple,7,1,2018,PA,966,1/7/18
Dan,Apple,24,4,2019,NJ,128,4/24/19
Dan,Grapes,30,7,2020,NY,870,7/30/20
Dan,Grapes,22,4,2020,CT,47,4/22/20
Dan,Ham,28,12,2016,NJ,440,12/28/16
Dan,Ham,14,3,2016,NY,401,3/14/16
Dan,Cherry,13,8,2016,NY,910,8/13/16
Dan,Grapes,2,8,2018,NJ,834,8/2/18
Dan,Eggs,25,11,2020,PA,28,11/25/20
Dan,Ice,28,1,2018,CT,326,1/28/18
Dan,Butter,7,12,2018,PA,875,12/7/18
Dan,Fish,22,7,2016,NJ,803,7/22/16
Dan,Ham,31,12,2018,NJ,644,12/31/18
Dan,Apple,26,8,2018,NY,515,8/26/18
Dan,Fish,27,1,2019,CT,570,1/27/19
Dan,Apple,10,4,2020,NY,295,4/10/20
Dan,Eggs,14,8,2016,NY,706,8/14/16
Dan,Apple,21,3,2020,PA,858,3/21/20
Dan,Ham,5,3,2019,NJ,691,3/5/19
Dan,Dates,22,12,2019,CT,370,12/22/19
Dan,Apple,16,6,2020,NY,371,6/16/20
Dan,Dates,19,3,2020,NJ,916,3/19/20
Dan,Ice,16,9,2016,NJ,882,9/16/16
Dan,Grapes,7,11,2019,NY,67,11/7/19
Dan,Ice,8,6,2018,NY,263,6/8/18
Dan,Ice,19,3,2020,NY,886,3/19/20
Dan,Fish,2,2,2020,NJ,251,2/2/20
Dan,Ham,11,11,2018,NJ,144,11/11/18
Dan,Apple,6,8,2018,NY,576,8/6/18
Dan,Eggs,6,12,2018,CT,280,12/6/18
Dan,Cherry,12,1,2017,NJ,751,1/12/17
Dan,Eggs,5,9,2019,NJ,925,9/5/19
Dan,Grapes,25,11,2018,PA,787,11/25/18
Dan,Dates,10,1,2016,NY,131,1/10/16
Dan,Dates,24,9,2018,CT,447,9/24/18
Dan,Butter,5,11,2020,NJ,426,11/5/20
Dan,Dates,2,3,2016,CT,409,3/2/16
Dan,Butter,26,4,2016,CT,840,4/26/16
Dan,Cherry,31,12,2017,PA,602,12/31/17
Dan,Eggs,15,4,2017,PA,845,4/15/17
Dan,Cherry,24,3,2018,PA,544,3/24/18
Dan,Eggs,1,4,2020,NJ,876,4/1/20
Dan,Fish,3,12,2018,NY,865,12/3/18
Dan,Jellies,21,8,2016,PA,31,8/21/16
Dan,Ice,13,10,2019,CT,60,10/13/19
Dan,Eggs,12,3,2019,CT,165,3/12/19
Dan,Ham,13,2,2018,PA,259,2/13/18
Dan,Ice,12,4,2020,NJ,199,4/12/20
Dan,Ice,3,2,2018,CT,54,2/3/18
Dan,Apple,7,7,2020,NJ,565,7/7/20
Dan,Dates,14,11,2019,CT,987,11/14/19
Dan,Fish,23,4,2017,CT,756,4/23/17
Dan,Ice,25,5,2016,PA,465,5/25/16
Dan,Eggs,24,1,2018,NY,197,1/24/18
Dan,Apple,29,6,2019,PA,101,6/29/19
Dan,Jellies,2,10,2019,PA,522,10/2/19
Dan,Apple,24,8,2018,NY,31,8/24/18
Dan,Fish,10,7,2020,NJ,604,7/10/20
Dan,Ice,6,2,2018,PA,544,2/6/18
Dan,Eggs,31,1,2019,CT,21,1/31/19
Dan,Dates,9,3,2020,NJ,683,3/9/20
Dan,Grapes,19,5,2017,NJ,185,5/19/17
Dan,Butter,29,8,2016,NJ,801,8/29/16
Dan,Apple,18,3,2019,PA,736,3/18/19
Dan,Butter,26,2,2016,NJ,176,2/26/16
Dan,Cherry,23,7,2020,NY,273,7/23/20
Dan,Butter,12,3,2020,CT,139,3/12/20
Dan,Apple,11,3,2020,CT,385,3/11/20
Dan,Eggs,6,8,2020,NJ,230,8/6/20
Dan,Butter,28,12,2018,NY,628,12/28/18
Dan,Cherry,12,4,2016,PA,737,4/12/16
Dan,Dates,29,3,2019,NY,549,3/29/19
Dan,Jellies,16,12,2017,NJ,8,12/16/17
Dan,Apple,15,4,2020,NJ,325,4/15/20
Dan,Ham,15,7,2016,CT,687,7/15/16
Dan,Butter,5,12,2017,NJ,27,12/5/17
Dan,Fish,24,2,2019,NJ,95,2/24/19
Dan,Apple,28,6,2018,PA,216,6/28/18
Dan,Cherry,3,7,2020,PA,124,7/3/20
Dan,Grapes,27,6,2018,NJ,286,6/27/18
Dan,Fish,23,5,2016,NY,986,5/23/16
Dan,Dates,24,10,2018,NY,315,10/24/18
Dan,Fish,6,12,2019,PA,415,12/6/19
Dan,Ice,2,8,2018,NJ,659,8/2/18
Dan,Eggs,18,11,2017,NY,186,11/18/17
Dan,Fish,1,8,2018,NJ,760,8/1/18
Dan,Jellies,11,2,2016,PA,829,2/11/16
Dan,Cherry,1,6,2018,CT,651,6/1/18
Dan,Eggs,30,10,2019,CT,26,10/30/19
Dan,Cherry,28,3,2017,CT,7,3/28/17
Dan,Cherry,14,12,2016,NJ,320,12/14/16
Dan,Butter,20,8,2017,NJ,489,8/20/17
Dan,Apple,25,11,2017,NY,937,11/25/17
Dan,Ham,22,2,2020,NY,343,2/22/20
Dan,Jellies,19,1,2018,CT,192,1/19/18
Dan,Jellies,10,5,2018,NJ,34,5/10/18
Dan,Dates,2,8,2018,NJ,250,8/2/18
Dan,Apple,7,2,2017,CT,996,2/7/17
Dan,Grapes,26,2,2017,NY,834,2/26/17
